기준연도,종목코드,기업명,ROE,ROA,GPM,OPM,NPM,EBITDA,부채비율,유동비율,당좌비율,자기자본비율,매출액증가율,영업이익증가율,EPS증가율,BPS증가율,재고자산회전율,총자산회전율,PER,PBR,PSR,PCR,EV/EBITDA,GP/A,OCF,FCF,주가,시가총액
2024,13030,하이록코리아,11.02,10.16,0.0,26.31,25.21,501.31,8.42,1416.8,1416.8,92.23,0.89,-3.39,0.0,0.0,190512316067.0,0.403,0.0,0.0,1.5504,0.0,6.62,0.0,0.0,0.0,25100,295373214285
2024,13120,동원개발,1.75,1.33,0.0,4.04,3.52,210.11,31.72,679.02,679.02,75.92,-29.35,-29.96,0.0,0.0,520374333203.0,0.3775,0.0,0.0,0.41,0.0,25.95,0.0,0.0,0.0,2350,213365079365
2024,13310,아진산업,5.61,1.44,0.0,4.15,2.4,322.72,288.87,88.23,88.23,25.72,1.64,-61.51,0.0,0.0,776834397585.0,0.6023,0.0,0.0,0.1199,0.0,32.58,0.0,0.0,0.0,2400,93129896907
2024,13360,일성건설,-86.12,-15.53,0.0,-8.71,-11.5,-435.9,454.42,82.73,82.73,18.04,-17.66,-699.92,0.0,0.0,500384072213.0,1.3509,0.0,0.0,0.3756,0.0,0.0,0.0,0.0,0.0,3480,187920000000
2024,13520,화승코퍼레이션,16.56,4.65,0.0,0.0,0.0,887.15,255.95,96.21,96.21,28.09,0.0,13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,1516,75856356877
2024,13570,디와이,6.03,3.49,0.0,3.05,2.99,356.22,72.87,173.79,173.79,57.85,-1.92,-17.73,0.0,0.0,1168278437513.0,1.1642,0.0,0.0,0.0847,0.0,14.65,0.0,0.0,0.0,3760,98938444193
2024,13580,계룡건설산업,5.94,1.85,0.0,3.08,1.72,977.17,220.59,144.39,144.39,31.19,6.46,-2.96,0.0,0.0,3169362271108.0,1.0775,0.0,0.0,0.0361,0.0,21.88,0.0,0.0,0.0,12800,114338747099
2024,13700,까뮤이앤씨,-22.96,-7.93,0.0,-6.95,-8.42,-180.97,189.62,121.08,121.08,34.53,-6.62,-372.09,0.0,0.0,260379672451.0,0.9416,0.0,0.0,0.2927,0.0,0.0,0.0,0.0,0.0,1275,76219235751
2024,13720,청보,-25.35,-18.75,0.0,5.76,-60.45,14.08,35.21,132.97,132.97,73.96,-22.04,78.84,0.0,0.0,24448731850.0,0.3101,0.0,0.0,0.41,0.0,21.7,0.0,0.0,0.0,825,10023026315
2024,13810,스페코,-3.69,-1.97,0.0,-20.94,-6.27,-56.93,87.51,220.11,220.11,53.33,18.29,-37.24,0.0,0.0,27191519908.0,0.3136,0.0,0.0,1.8427,0.0,0.0,0.0,0.0,0.0,3425,50106481481
2024,13870,지엠비코리아,5.18,2.35,0.0,3.12,2.04,226.85,120.85,105.33,105.33,45.28,5.18,10.3,0.0,0.0,726708233618.0,1.1525,0.0,0.0,0.0979,0.0,18.35,0.0,0.0,0.0,3730,71161331626
2024,13890,지누스,-1.01,-0.57,0.0,-0.59,-0.74,-54.46,77.21,152.89,152.89,56.43,-3.35,-129.69,0.0,0.0,920399251687.0,0.772,0.0,0.0,0.5635,0.0,0.0,0.0,0.0,0.0,23650,518668965517
2024,13990,아가방컴퍼니,6.08,4.55,0.0,8.32,5.57,152.06,33.55,273.43,273.43,74.88,-1.97,-8.27,0.0,0.0,182742831122.0,0.8167,0.0,0.0,0.9017,0.0,14.53,0.0,0.0,0.0,5010,164786057142
2024,14100,메디앙스,-18.71,-12.23,0.0,-18.0,-28.14,-88.15,53.0,82.12,82.12,65.36,-25.8,-581.86,0.0,0.0,48985993990.0,0.4344,0.0,0.0,0.6215,0.0,0.0,0.0,0.0,0.0,2575,30445588235
2024,14130,한익스프레스,16.7,4.29,0.0,0.47,2.41,33.71,289.55,76.83,76.83,25.67,6.57,-61.37,0.0,0.0,712300386074.0,1.7799,0.0,0.0,0.0547,0.0,99.8,0.0,0.0,0.0,3300,38950819672
2024,14160,대영포장,-0.02,-0.01,0.0,0.33,-0.01,9.23,28.33,168.91,168.91,77.93,-0.93,-91.67,0.0,0.0,280835222931.0,1.2477,0.0,0.0,0.3761,0.0,168.22,0.0,0.0,0.0,974,105634985422
2024,14190,원익큐브,2.5,1.74,0.0,1.24,0.93,35.65,43.5,267.61,267.61,69.69,17.36,-36.36,0.0,0.0,286805365033.0,1.8701,0.0,0.0,0.1741,0.0,27.05,0.0,0.0,0.0,1411,49945857740
2024,14200,광림,-9.62,-8.84,0.0,6.56,-15.69,60.44,8.81,728.93,728.93,91.9,-31.12,-54.52,0.0,0.0,92187272245.0,0.5634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,14280,금강공업,3.37,1.45,0.0,4.12,2.1,330.48,132.69,88.41,88.41,42.98,-6.48,-50.36,0.0,0.0,801352012454.0,0.6897,0.0,0.0,0.1417,0.0,23.48,0.0,0.0,0.0,3870,113526021003
2024,14440,영보화학,12.33,11.13,0.0,16.5,19.18,194.02,10.79,519.66,519.66,90.26,30.23,179.15,0.0,0.0,117566592036.0,0.5803,0.0,0.0,0.6014,0.0,4.66,0.0,0.0,0.0,3535,70700000000
2024,14470,부방,6.83,3.63,0.0,1.45,3.42,48.73,87.98,84.73,84.73,53.2,1.64,1523.45,0.0,0.0,336461943123.0,1.0605,0.0,0.0,0.2718,0.0,49.23,0.0,0.0,0.0,1524,91440000000
2024,14530,극동유화,4.15,2.01,0.0,2.15,0.91,228.79,106.11,93.5,93.5,48.52,-8.22,-17.83,0.0,0.0,1062833512172.0,2.2209,0.0,0.0,0.1154,0.0,16.13,0.0,0.0,0.0,3515,122616279069
2024,14570,고려제약,3.83,3.37,0.0,12.52,4.1,91.38,13.8,872.74,872.74,87.87,-10.29,-49.3,0.0,0.0,73001424478.0,0.8213,0.0,0.0,0.707,0.0,6.83,0.0,0.0,0.0,4695,51611223021
2024,14580,태경비케이,11.16,9.03,0.0,13.68,11.28,422.23,23.63,260.36,260.36,80.89,4.91,5.36,0.0,0.0,308594841506.0,0.8003,0.0,0.0,0.3964,0.0,4.64,0.0,0.0,0.0,4435,122317413572
2024,14620,성광벤드,7.91,7.28,0.0,18.44,18.01,419.88,8.55,889.71,889.71,92.12,-10.6,-6.35,0.0,0.0,227683121973.0,0.4043,0.0,0.0,2.7236,0.0,15.83,0.0,0.0,0.0,23350,620120716510
2024,14680,한솔케미칼,11.66,8.53,0.0,16.59,16.09,1288.25,36.7,127.78,127.78,73.15,0.61,3.77,0.0,0.0,776356975793.0,0.5301,0.0,0.0,1.3389,0.0,11.12,0.0,0.0,0.0,96300,1039481739130
2024,14710,사조씨푸드,4.97,3.49,0.0,5.06,6.27,95.21,42.11,51.2,51.2,70.37,6.96,127.32,0.0,0.0,188281808578.0,0.5573,0.0,0.0,0.4234,0.0,18.89,0.0,0.0,0.0,4630,79724190476
2024,14790,HL D&I,4.51,1.26,0.0,3.67,1.36,578.92,258.74,95.05,95.05,27.88,0.44,14.27,0.0,0.0,1578826536286.0,0.9271,0.0,0.0,0.0529,0.0,22.66,0.0,0.0,0.0,2205,83508510638
2024,14820,동원시스템즈,8.67,4.67,0.0,6.89,5.43,919.05,85.62,131.26,131.26,53.87,4.51,13.67,0.0,0.0,1334257031663.0,0.8594,0.0,0.0,0.8822,0.0,20.6,0.0,0.0,0.0,40600,1177050000000
2024,14830,유니드,7.53,5.59,0.0,8.59,6.86,954.45,34.83,258.2,258.2,74.17,-1.95,197.62,0.0,0.0,1111631182007.0,0.8145,0.0,0.0,0.4444,0.0,8.87,0.0,0.0,0.0,73000,494043740573
2024,14910,성문전자,6.54,3.59,0.0,2.3,5.63,11.03,82.51,104.22,104.22,54.79,6.65,114.79,0.0,0.0,48061878139.0,0.6372,0.0,0.0,0.4877,0.0,52.15,0.0,0.0,0.0,1073,23439320388
2024,14940,오리엔탈정공,23.66,12.08,0.0,12.0,12.57,248.68,95.84,87.12,87.12,51.06,31.6,94.84,0.0,0.0,207305296706.0,0.9611,0.0,0.0,1.1584,0.0,13.9,0.0,0.0,0.0,5270,240139285714
2024,14970,삼륭물산,-10.78,-5.66,0.0,6.15,-5.95,57.86,90.5,109.68,109.68,52.49,9.0,390.93,0.0,0.0,94049530822.0,0.9504,0.0,0.0,0.5263,0.0,16.68,0.0,0.0,0.0,3340,49498198198
2024,14990,인디에프,-3.6,-1.12,0.0,-0.72,-1.19,-8.27,220.48,93.35,93.35,31.2,-9.3,69.35,0.0,0.0,114737877861.0,0.9456,0.0,0.0,0.1164,0.0,0.0,0.0,0.0,0.0,890,13357212317
2024,15020,이스타코,-13.21,-6.35,0.0,-28.6,-43.04,-32.86,108.17,39.09,39.09,48.04,-13.4,-97.84,0.0,0.0,11491693531.0,0.1475,0.0,0.0,3.2096,0.0,0.0,0.0,0.0,0.0,1720,36883620689
2024,15200,성원,5.15,3.91,0.0,5.24,4.77,61.29,31.84,396.91,396.91,75.85,-10.24,-53.03,0.0,0.0,116929435279.0,0.8186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,15230,대창단조,10.93,8.85,0.0,9.33,10.22,300.74,23.56,618.24,618.24,80.93,-13.41,-35.25,0.0,0.0,322237329620.0,0.8654,0.0,0.0,0.4169,0.0,6.83,0.0,0.0,0.0,4950,134345846645
2024,15260,에이엔피,-40.0,-11.06,0.0,-5.28,-9.11,-59.92,261.52,59.52,59.52,27.66,-19.46,-228.34,0.0,0.0,113490429822.0,1.2138,0.0,0.0,0.2366,0.0,0.0,0.0,0.0,0.0,571,26849529780
2024,15360,INVENI,5.99,2.35,0.0,2.09,2.46,242.7,154.65,78.05,78.05,39.27,1.6,84.08,0.0,0.0,1160352396000.0,0.9559,0.0,0.0,1.2047,0.0,87.97,0.0,0.0,0.0,51300,1397834042553
2024,15540,에코바이브,-3.66,-3.15,0.0,0.0,0.0,-8.66,16.05,530.09,530.09,86.17,0.0,72.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,15590,DKME,1.8,1.07,0.0,7.34,1.67,100.22,68.82,184.97,184.97,59.23,-0.46,-22.21,0.0,0.0,136623566311.0,0.6388,0.0,0.0,0.2014,0.0,11.44,0.0,0.0,0.0,515,27509316770
2024,15710,코콤,1.94,1.61,0.0,3.55,2.29,37.28,20.52,337.04,337.04,82.97,4.48,95.05,0.0,0.0,104993315733.0,0.7026,0.0,0.0,0.7279,0.0,27.33,0.0,0.0,0.0,4360,76429103214
2024,15750,성우하이텍,7.33,2.96,0.0,4.85,3.18,2058.83,147.72,102.58,102.58,40.37,-1.78,-19.81,0.0,0.0,4245092707610.0,0.9303,0.0,0.0,0.0918,0.0,15.11,0.0,0.0,0.0,4870,389600000000
2024,15760,한국전력공사,8.76,1.47,0.0,8.96,3.88,83647.1,496.69,45.73,45.73,16.76,5.87,284.18,0.0,0.0,93398896000000.0,0.3784,0.0,0.0,0.1375,0.0,26.1,0.0,0.0,0.0,20000,12839310344827
2024,15860,일진홀딩스,4.83,2.56,0.0,4.03,2.8,725.21,88.42,162.42,162.42,53.07,22.29,26.08,0.0,0.0,1800024002531.0,0.915,0.0,0.0,0.1028,0.0,15.28,0.0,0.0,0.0,3750,185040983606
2024,15890,태경산업,8.38,5.85,0.0,8.24,5.93,556.84,43.25,168.15,168.15,69.81,3.0,26.19,0.0,0.0,675692460593.0,0.9868,0.0,0.0,0.212,0.0,6.29,0.0,0.0,0.0,4900,143222916666
2024,16090,대현,5.88,5.19,0.0,5.54,6.13,143.73,13.34,465.75,465.75,88.23,-12.2,-32.62,0.0,0.0,259284732061.0,0.8461,0.0,0.0,0.3893,0.0,9.53,0.0,0.0,0.0,2280,100938305084
2024,16100,리더스코스메틱,-8.68,-4.35,0.0,-3.95,-4.42,-29.03,99.81,66.69,66.69,50.05,6.09,32.67,0.0,0.0,73498715632.0,0.9834,0.0,0.0,0.6384,0.0,0.0,0.0,0.0,0.0,2455,46921501706
2024,16250,SGC E&C,-15.47,-3.78,0.0,0.88,-4.07,105.57,309.73,114.24,114.24,24.41,-35.31,148.9,0.0,0.0,1205586883178.0,0.9283,0.0,0.0,0.0552,0.0,99.3,0.0,0.0,0.0,13200,66489694971
2024,16360,삼성증권,12.27,1.44,0.0,0.0,0.0,12057.5,750.25,0.0,0.0,11.76,0.0,62.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,0.0,0.0,0.0,43600,3893480000000
2024,16380,KG스틸,6.76,3.96,0.0,6.24,4.01,2060.16,70.46,104.95,104.95,58.67,-3.76,-26.53,0.0,0.0,3300982020646.0,0.9879,0.0,0.0,0.1672,0.0,9.38,0.0,0.0,0.0,5520,552000000000
2024,16450,한세예스24홀딩스,2.51,0.88,0.0,5.38,0.88,1522.55,184.14,86.4,86.4,35.19,1.8,-19.76,0.0,0.0,2830854661888.0,1.0018,0.0,0.0,0.06,0.0,13.14,0.0,0.0,0.0,4245,169800000000
2024,16580,환인제약,6.22,5.51,0.0,8.28,9.01,214.95,12.95,475.02,475.02,88.53,12.68,-28.75,0.0,0.0,259596031749.0,0.6112,0.0,0.0,0.8513,0.0,12.55,0.0,0.0,0.0,11880,220993548387
2024,16590,신대양제지,4.81,3.8,0.0,4.45,5.05,292.84,26.56,244.45,244.45,79.01,2.04,-49.95,0.0,0.0,658502364521.0,0.7518,0.0,0.0,0.3464,0.0,14.07,0.0,0.0,0.0,5660,228091996142
2024,16600,큐캐피탈,1.29,0.99,0.0,0.0,0.0,28.23,29.93,0.0,0.0,76.97,0.0,-73.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,265,3700948766
2024,16610,DB증권,4.51,0.5,0.0,4.69,4.01,618.59,808.88,0.0,0.0,11.0,9.24,190.46,0.0,0.0,1318537932981.0,0.1236,0.0,0.0,0.1661,0.0,157.06,0.0,0.0,0.0,5160,219010997963
2024,16670,디모아,5.57,3.68,0.0,8.04,13.02,21.41,51.51,223.22,223.22,66.0,-15.08,-26.48,0.0,0.0,26625181456.0,0.2826,0.0,0.0,1.3223,0.0,31.4,0.0,0.0,0.0,3455,35207399577
2024,16710,대성홀딩스,7.52,3.54,0.0,1.92,3.65,232.98,112.13,126.25,126.25,47.14,-0.37,133.83,0.0,0.0,1212354718188.0,0.9701,0.0,0.0,0.0929,0.0,33.19,0.0,0.0,0.0,7000,112595744680
2024,16740,두올,6.94,3.24,0.0,5.55,2.16,429.18,113.88,152.99,152.99,46.75,5.95,-4.57,0.0,0.0,773258596565.0,1.5038,0.0,0.0,0.1159,0.0,8.47,0.0,0.0,0.0,3125,89632454923
2024,16790,현대사료,31.98,24.31,0.0,2.07,22.14,26.56,31.54,303.6,303.6,76.02,-20.01,-56.45,0.0,0.0,128461963646.0,1.0981,0.0,0.0,1.458,0.0,81.08,0.0,0.0,0.0,994,187300000000
2024,16800,퍼시스,8.31,7.41,0.0,5.57,12.37,214.76,12.18,393.47,393.47,89.14,6.28,-39.05,0.0,0.0,385705375506.0,0.599,0.0,0.0,1.2165,0.0,25.1,0.0,0.0,0.0,40800,469200000000
2024,16830,한국씨티은행,5.48,0.75,0.0,0.0,0.0,10429.72,631.42,0.0,0.0,13.67,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,16920,카스,1.88,0.76,0.0,2.31,0.84,36.1,147.82,84.0,84.0,40.35,-0.02,-27.19,0.0,0.0,156004130939.0,0.903,0.0,0.0,0.3373,0.0,43.13,0.0,0.0,0.0,2045,52618755890
2024,17040,광명전기,-59.79,-30.29,0.0,-6.16,-30.35,-87.71,97.38,112.13,112.13,50.66,-11.67,-285.83,0.0,0.0,142406269452.0,0.9981,0.0,0.0,0.4599,0.0,0.0,0.0,0.0,0.0,1511,65498283261
2024,17180,명문제약,-3.68,-1.47,0.0,1.03,-2.03,19.29,150.18,86.69,86.69,39.97,9.95,100.12,0.0,0.0,186443052017.0,0.7227,0.0,0.0,0.3184,0.0,111.08,0.0,0.0,0.0,1749,59372408026
2024,17250,인터엠,5.73,2.69,0.0,7.3,3.83,44.04,113.16,112.63,112.63,46.91,18.39,-59.12,0.0,0.0,60338490432.0,0.702,0.0,0.0,0.3622,0.0,15.32,0.0,0.0,0.0,1040,21852140077
2024,17370,우신시스템,26.43,7.81,0.0,6.4,6.01,360.67,238.23,96.27,96.27,29.57,132.7,190.62,0.0,0.0,563596965854.0,1.2994,0.0,0.0,0.1858,0.0,11.37,0.0,0.0,0.0,5720,104712903225
2024,17390,서울도시가스,3.13,1.94,0.0,-0.6,2.01,-102.85,60.88,246.08,246.08,62.16,-0.79,-221.35,0.0,0.0,1703788525280.0,0.9648,0.0,0.0,0.1451,0.0,0.0,0.0,0.0,0.0,49950,247256951871
2024,17480,삼현철강,2.82,2.54,0.0,1.59,2.46,35.6,11.1,832.95,832.95,90.01,-14.78,-63.4,0.0,0.0,223661506913.0,1.0313,0.0,0.0,0.3094,0.0,25.53,0.0,0.0,0.0,4480,69201702127
2024,17510,세명전기,5.96,5.3,0.0,20.99,32.47,30.3,12.57,703.91,703.91,88.83,15.64,51.71,0.0,0.0,14431484950.0,0.1631,0.0,0.0,4.6708,0.0,25.51,0.0,0.0,0.0,4420,67406495263
2024,17550,수산세보틱스,4.95,3.89,0.0,6.1,4.66,120.68,27.37,262.79,262.79,78.51,-12.65,-26.41,0.0,0.0,197892248312.0,0.8341,0.0,0.0,0.5828,0.0,13.78,0.0,0.0,0.0,1848,115329250263
2024,17650,대림제지,4.83,4.17,0.0,5.92,7.96,98.35,15.78,564.68,564.68,86.37,1.14,-54.94,0.0,0.0,166263916267.0,0.5239,0.0,0.0,0.3446,0.0,10.22,0.0,0.0,0.0,6520,57291481481
2024,17670,SK텔레콤,11.73,4.55,0.0,10.16,7.73,18234.09,158.0,81.05,81.05,38.76,1.89,4.0,0.0,0.0,17940609000000.0,0.5879,0.0,0.0,0.674,0.0,16.88,0.0,0.0,0.0,56300,12092666242038
2024,17680,데코앤에프,-46.58,-37.03,0.0,-28.31,-21.89,-74.47,25.8,491.82,491.82,79.49,-6.52,-866.46,0.0,0.0,26307758601.0,1.6916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,17800,현대엘리베이터,14.45,5.43,0.0,7.82,6.72,2257.38,166.24,93.79,93.79,37.56,10.88,173.22,0.0,0.0,2885296849309.0,0.8074,0.0,0.0,0.7222,0.0,19.12,0.0,0.0,0.0,53300,2083656469002
2024,17810,풀무원,5.89,1.48,0.0,2.86,1.07,918.29,299.55,71.45,71.45,25.03,7.36,48.16,0.0,0.0,3213696853910.0,1.3786,0.0,0.0,0.1274,0.0,23.49,0.0,0.0,0.0,10740,409448884381
2024,17860,DS단석,-3.65,-1.4,0.0,1.27,-1.07,121.88,159.97,102.6,102.6,38.47,-10.16,-84.01,0.0,0.0,961722369625.0,1.307,0.0,0.0,0.5402,0.0,79.78,0.0,0.0,0.0,29250,519540349417
2024,17890,한국알콜,5.4,4.64,0.0,6.52,7.21,274.35,16.54,509.54,509.54,85.8,-3.94,25.38,0.0,0.0,421013788394.0,0.6428,0.0,0.0,0.4065,0.0,9.63,0.0,0.0,0.0,8280,171150205198
2024,17900,광전자,4.44,4.07,0.0,1.13,8.16,14.73,9.02,669.13,669.13,91.72,3.57,133.44,0.0,0.0,130189190329.0,0.4991,0.0,0.0,0.7571,0.0,81.57,0.0,0.0,0.0,1701,98567280000
2024,17940,E1,3.0,0.45,0.0,1.94,0.59,2176.06,564.2,91.64,91.64,15.06,42.98,133.54,0.0,0.0,11192411812013.0,0.7698,0.0,0.0,0.0421,0.0,58.92,0.0,0.0,0.0,68700,471277754891
2024,17960,한국카본,4.28,2.31,0.0,6.13,2.74,454.46,85.32,124.84,124.84,53.96,24.78,176.01,0.0,0.0,741740847191.0,0.8439,0.0,0.0,0.7859,0.0,21.73,0.0,0.0,0.0,11280,582916770186
2024,18000,유니슨,-34.06,-9.06,0.0,-48.62,-87.63,-125.12,276.03,24.86,24.86,26.59,-76.12,36.06,0.0,0.0,25733465438.0,0.1034,0.0,0.0,7.4817,0.0,0.0,0.0,0.0,0.0,742,192528830313
2024,18120,진로발효,11.85,10.75,0.0,11.37,10.35,115.37,10.18,891.23,891.23,90.76,1.39,43.21,0.0,0.0,101456070092.0,1.0385,0.0,0.0,1.1031,0.0,10.48,0.0,0.0,0.0,16900,111915100060
2024,18250,애경산업,10.61,8.51,0.0,6.9,6.26,468.25,24.65,313.76,313.76,80.23,1.53,-24.4,0.0,0.0,679076572242.0,1.3599,0.0,0.0,0.4997,0.0,9.36,0.0,0.0,0.0,12850,339321998320
2024,18260,삼성에스디에스,8.13,5.96,0.0,6.59,5.71,9110.97,36.4,360.81,360.81,73.31,4.15,12.73,0.0,0.0,13828232033800.0,1.0446,0.0,0.0,0.7134,0.0,14.71,0.0,0.0,0.0,127500,9865684375000
2024,18290,브이티,43.21,28.92,0.0,25.69,24.09,1108.99,49.4,205.55,205.55,66.94,46.09,143.48,0.0,0.0,431696809961.0,1.2005,0.0,0.0,3.0677,0.0,13.01,0.0,0.0,0.0,37900,1324301624129
2024,18310,삼목에스폼,11.39,9.39,0.0,18.74,18.26,753.17,21.19,354.87,354.87,82.52,-8.53,-39.32,0.0,0.0,401900935563.0,0.5144,0.0,0.0,0.768,0.0,5.91,0.0,0.0,0.0,21000,308654676258
2024,18470,조일알미늄,5.5,2.6,0.0,4.03,2.2,201.07,111.24,128.74,128.74,47.34,7.0,137.31,0.0,0.0,498372378613.0,1.1819,0.0,0.0,0.3468,0.0,19.64,0.0,0.0,0.0,1365,172834532374
2024,18500,동원모빌리티,17.16,3.82,0.0,6.28,3.22,356.74,349.64,71.41,71.41,22.24,5.5,0.28,0.0,0.0,568241480277.0,1.1865,0.0,0.0,0.1478,0.0,12.79,0.0,0.0,0.0,1796,83994497936
2024,18620,우진비앤지,-5.52,-3.39,0.0,0.53,-6.88,2.95,62.6,128.06,128.06,61.5,-3.87,-58.64,0.0,0.0,55680173272.0,0.4933,0.0,0.0,0.1094,0.0,167.83,0.0,0.0,0.0,880,6088648648
2024,18670,SK가스,6.49,2.36,0.0,4.05,2.51,2871.77,175.34,129.09,129.09,36.32,1.48,-5.41,0.0,0.0,7095902060317.0,0.9411,0.0,0.0,0.2639,0.0,23.24,0.0,0.0,0.0,202000,1872398245614
2024,18680,서울제약,4.23,2.37,0.0,2.85,3.17,15.28,78.28,228.11,228.11,56.09,2.14,25.97,0.0,0.0,53579628595.0,0.7481,0.0,0.0,0.7009,0.0,45.16,0.0,0.0,0.0,3220,37552941176
2024,18700,졸스,-46.59,-29.09,0.0,-8.44,-19.88,-57.31,60.17,168.4,168.4,62.43,10.36,-0.69,0.0,0.0,67877010734.0,1.4632,0.0,0.0,0.2611,0.0,0.0,0.0,0.0,0.0,1058,17721311475
2024,18880,한온시스템,-11.96,-3.38,0.0,0.96,-3.59,955.37,254.16,88.18,88.18,28.24,5.01,-66.31,0.0,0.0,9998723268169.0,0.9415,0.0,0.0,0.4106,0.0,122.74,0.0,0.0,0.0,4000,4105071225071
2024,19010,베뉴지,-3.26,-1.83,0.0,25.41,-16.14,178.19,78.34,83.95,83.95,56.07,7.8,93.33,0.0,0.0,70124154953.0,0.1132,0.0,0.0,1.4088,0.0,20.82,0.0,0.0,0.0,2050,98793526785
2024,19170,신풍제약,-5.96,-4.49,0.0,-9.25,-6.95,-204.55,32.55,249.62,249.62,75.44,10.42,56.84,0.0,0.0,221094069689.0,0.6463,0.0,0.0,2.3899,0.0,0.0,0.0,0.0,0.0,10080,528401152737
2024,19180,티에이치엔,22.62,7.37,0.0,4.76,5.14,309.64,207.04,104.23,104.23,32.57,11.05,-28.1,0.0,0.0,651078994161.0,1.433,0.0,0.0,0.0866,0.0,11.71,0.0,0.0,0.0,3130,56363099630
2024,19210,와이지-원,4.21,1.58,0.0,9.71,2.95,558.16,166.65,105.57,105.57,37.5,3.94,2.07,0.0,0.0,574990223686.0,0.5343,0.0,0.0,0.3306,0.0,15.46,0.0,0.0,0.0,5110,190070559440
2024,19490,엑시큐어하이트론,-175.04,-74.59,0.0,-96.2,-901.43,-63.3,134.66,141.97,141.97,42.61,19.54,3.37,0.0,0.0,6580126289.0,0.0827,0.0,0.0,34.0507,0.0,0.0,0.0,0.0,0.0,2935,224058225508
2024,19540,일지테크,14.97,3.91,0.0,3.23,2.97,244.47,282.75,93.83,93.83,26.13,20.5,-30.97,0.0,0.0,757295076969.0,1.3161,0.0,0.0,0.0637,0.0,19.36,0.0,0.0,0.0,3570,48241449814
2024,19550,SBI인베스트먼트,8.29,8.04,0.0,40.94,39.71,117.42,3.11,1764.72,1764.72,96.98,-2.03,37.51,0.0,0.0,28682710829.0,0.2023,0.0,0.0,2.1376,0.0,5.59,0.0,0.0,0.0,757,61311938872
2024,19570,GMI벤처,0.0,0.0,0.0,12.33,0.0,12.74,27.07,324.76,324.76,78.7,48.73,112.35,0.0,0.0,10338209179.0,0.2173,0.0,0.0,0.2676,0.0,10.12,0.0,0.0,0.0,290,2766312056
2024,19590,에스유앤피,-174.01,-141.73,0.0,0.0,0.0,-278.7,22.78,0.0,0.0,81.45,0.0,-163.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024,19660,글로본,4.96,4.13,0.0,1.41,3.19,2.44,20.24,486.64,486.64,83.17,-14.68,106.12,0.0,0.0,17329300244.0,1.2932,0.0,0.0,0.4837,0.0,43.52,0.0,0.0,0.0,600,8382066276
2024,19680,대교,1.29,0.67,0.0,-0.24,0.61,-15.63,93.22,65.52,65.52,51.75,1.11,94.38,0.0,0.0,663501743801.0,1.0962,0.0,0.0,0.3009,0.0,0.0,0.0,0.0,0.0,2480,199640000000
2024,19770,서연탑메탈,10.1,6.21,0.0,5.08,5.1,92.57,62.44,156.85,156.85,61.56,5.38,33.21,0.0,0.0,182361573211.0,1.2175,0.0,0.0,0.2151,0.0,10.46,0.0,0.0,0.0,3370,39231306990
2024,19990,에너토크,1.16,1.08,0.0,0.33,1.92,0.84,7.45,858.8,858.8,93.07,-6.62,109.53,0.0,0.0,25161078103.0,0.5631,0.0,0.0,1.8432,0.0,589.04,0.0,0.0,0.0,4750,46377952755
2024,20000,한섬,3.08,2.48,0.0,4.27,2.92,634.72,24.19,316.43,316.43,80.52,-2.84,-36.83,0.0,0.0,1485263894672.0,0.8506,0.0,0.0,0.2148,0.0,10.38,0.0,0.0,0.0,14850,318979127134
2024,20120,키다리스튜디오,-3.61,-2.19,0.0,1.07,-3.52,21.89,65.12,114.33,114.33,60.56,19.98,138.1,0.0,0.0,205213284499.0,0.6211,0.0,0.0,0.5879,0.0,114.64,0.0,0.0,0.0,3255,120653862660
2024,20150,롯데에너지머티리얼즈,1.51,1.26,0.0,-7.14,3.19,-644.45,19.98,876.78,876.78,83.35,11.53,-645.89,0.0,0.0,902252020191.0,0.3954,0.0,0.0,1.3465,0.0,0.0,0.0,0.0,0.0,23200,1214869841269
2024,20180,대신정보통신,19.1,6.29,0.0,3.44,2.56,88.4,203.79,203.89,203.89,32.92,12.39,111.72,0.0,0.0,256790690611.0,2.4584,0.0,0.0,0.0298,0.0,8.79,0.0,0.0,0.0,997,7657755610
2024,20400,대동금속,-12.7,-5.98,0.0,-6.54,-5.85,-65.03,112.21,71.6,71.6,47.12,-25.21,-599.74,0.0,0.0,99514130970.0,1.0224,0.0,0.0,0.3792,0.0,0.0,0.0,0.0,0.0,6200,37739130434
